timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1667103324356,1869,Request1,200,OK,Thread Group 1-9,text,true,,18179,234,10,10,https://www.google.com/,1355,0,0
1667103324356,1355,Request1-0,301,Moved Permanently,Thread Group 1-9,text,true,,703,115,10,10,https://google.com/,1355,0,0
1667103325711,514,Request1-1,200,OK,Thread Group 1-9,text,true,,17476,119,10,10,https://www.google.com/,503,0,0
1667103325164,1144,Request1,200,OK,Thread Group 1-8,text,true,,18118,234,10,10,https://www.google.com/,688,0,0
1667103325164,689,Request1-0,301,Moved Permanently,Thread Group 1-8,text,true,,703,115,10,10,https://google.com/,688,0,0
1667103325853,455,Request1-1,200,OK,Thread Group 1-8,text,true,,17415,119,10,10,https://www.google.com/,447,0,0
1667103325526,890,Request1,200,OK,Thread Group 1-10,text,true,,18174,234,10,10,https://www.google.com/,417,0,0
1667103325179,1207,Request1,200,OK,Thread Group 1-3,text,true,,18210,234,10,10,https://www.google.com/,692,0,0
1667103325526,417,Request1-0,301,Moved Permanently,Thread Group 1-10,text,true,,703,115,10,10,https://google.com/,417,0,0
1667103325943,473,Request1-1,200,OK,Thread Group 1-10,text,true,,17471,119,10,10,https://www.google.com/,466,0,0
1667103325179,692,Request1-0,301,Moved Permanently,Thread Group 1-3,text,true,,703,115,10,10,https://google.com/,692,0,0
1667103325871,515,Request1-1,200,OK,Thread Group 1-3,text,true,,17507,119,10,10,https://www.google.com/,511,0,0
1667103325597,857,Request1,200,OK,Thread Group 1-6,text,true,,18118,234,10,10,https://www.google.com/,347,0,0
